id,name,query
2a29afe5-759d-4273-863a-7aa82b7bcac9,"Humacare Medical Laboratory-gweru","227th Street, Gweru, Midlands"
76aea3ec-a2ad-4377-86ac-a3f5a663cf4b,"Idtech Diagnostic Laboratories","8766 Gymkana Grounds Midlands Private Hospital, Gweru, Midlands"
fe73e746-2587-437f-9456-2412f698465d,"Impact Ultrasound","336th Street, Gweru, Midlands"
2fbda341-44dc-44cc-9eac-899e26b05c54,"Insukamini Pharmacy","180 Insukamini Lower Gweru, Gweru, Midlands"
7d32ae5d-acbe-46ae-9503-eed446a99033,"John Mcminn Optometrists - Midlands","54 Fifth Street, Gweru, Midlands"
91a4f051-1fbe-4458-8701-257ac331b585,"Kopje Specialist Group","The Midlands Private Hospital 8766 Gymkhana Grounds Josiah Tongogara Avenue, Gweru, Midlands"
f7496ae9-c1cc-4a6c-9f52-497c99787176,"Kudzanai Second Street Dental Surgery","Shop 2 1st Floor East Wing Old Buildings, Number 66 Second Mall, Gweru, Midlands"
7dccbc5d-5cab-4ca2-a087-0b703ca6dbb8,"Lakefield Pharmacy","Number 41 Lobengula Street, Gweru, Midlands"
85be1529-d26b-422b-bb63-c93895bc8e41,"Lakshmi Dental Surgery","33 ED Mnangagwa Street, Gweru, Midlands"
3495e843-1d0f-4b12-a1eb-1e823b94a8fe,"Lancet Clinical Laboratories - Gweru Gymkhana Grounds","8766 Gymkhana Grounds, Gweru, Midlands"
eed657f8-9b74-47c0-9827-daf2c17cbb49,"Lancet Clinical Laboratories - Post Office Gweru","Main Post Office Caipf Building Cnr 7th & Robert Mugabe, Gweru, Midlands"
163a1856-5755-4a0b-b4f4-ecbee564ab73,"Lendum Investment Surgery","Number 17, 6th Street, Gweru, Midlands"
322e4c5a-b9aa-4cb9-be16-5268bd5536e4,"Lighthouse Opticians-gweru","Shop 11 First Mutual Building Centre Robert Mugabe Way, Gweru, Midlands"
346e7560-2dbf-4fc9-87c5-ae2868a2ff91,"L. Madzima Ultrasound Scanning Services","Number 27th Street, Gweru, Midlands"
89e14743-1c19-45fe-9c7b-e1dca028ad42,"Mahlatini Regedzai Dental Surgery","3 School Avenue, Gweru, Midlands"
a1e93c48-8221-482b-820f-423c1e7de406,"Mambomed Pharmacy","Room 14 Number 71 Continental Plaza 6th Street, Gweru, Midlands"
3fd373bf-52bb-4859-a536-acf7153d8616,"Marigold Dental Surgery","7437 Mkoba 6 Shopping Centre, Gweru, Midlands"
15f63b2d-e902-4d33-aba4-6bf022f655cf,"Mayisikume Medical Village","Number 14 - 7th Street, Gweru, Midlands"
cd297054-4976-4b79-800d-3d141bf98c70,"Mayisikume Medical Village Eye Unit","Number 14, 7th Street, Gweru, Midlands"
11568ebb-da08-4b13-af6a-c65a7e63276f,"Mayisukume Dental Clinic","Number 14 Seventh Street, Gweru, Midlands"
a9b4d1bc-6703-4f97-b9ef-8cf695973d13,"Midlands Dental Surgery","123 Main Street Midlands Hotel Building, Gweru, Midlands"
635be9bc-2680-48dd-966d-e688ddc1ce22,"Midlands Eye Clinic","Mipf Bulding7th Street, Gweru, Midlands"
11df2bb0-2bc6-46ce-8008-967f2baf6617,"Midlands Obstetrics & Gynaecology Clinic","Midlands Medical Chamber 16- Seventh Street, Gweru, Midlands"
72e97e30-40ae-4667-ba8d-1ee7851754cd,"Midlands Ultrasound Hub","Mindlands Medical Chambers Number 377-167th Street, Gweru, Midlands"
279547d5-4b34-404b-a71a-247df1e57ec6,"Midlands Urology Centre","School Avenue Medical Centre, Number 3 School Avenue, Gweru, Midlands"
35b03170-54e7-4ac3-ba1c-2fbc899cc72d,"Mind Awareness","3 School Avenue, Gweru, Midlands"
71b1233f-2f7a-43aa-9d51-2df99516d509,"Mkoba Teachers' College Clinic","Mkoba Teachers' College Village 8, Gweru, Midlands"
7bca5aee-67d8-4e2f-9956-b99a80e449ff,"MSU National Pathology Research And Diagnostic Centre","MSU Shurugwi Road Daylesford Gweru Graduate School Campus, Gweru, Midlands"
bb625496-d302-489e-9765-b88fad41b287,"MSU National Pathology Research & Diagnostic Centre","Off Shurugwi Road, Daylesford, Gweru, Midlands"
9e1cceff-9cb2-4c74-b7bc-353f681bd3e8,"MSU X-ray Unit","MSU Graduate School Campus, Gweru, Midlands"
7760aa4a-a011-418b-9175-b6fd69124ea8,"National Blood Services Zimbabwe","Gweru Showgrounds Mvuma Road, Gweru, Midlands"
c3a05232-d60b-4504-8c22-f007e36c25e8,"Nezmed Pharmacy","4168 Ascot Extention 4168 Ascot Extention, Gweru, Midlands"
33f63dcb-1970-4093-a6d5-f70b8ee69ac7,"Ocean Dental Clinic","396th Street, Gweru, Midlands"
fcbc6dab-fa84-4e9d-a52a-34ee345598e9,"Paeds Children's Clinic","37716th-7th Street, Gweru, Midlands"
14414e95-a3d5-4783-8b93-d1bc7686c20e,"Platinum Medical Laboratory Services","Number 719th Street, Gweru, Midlands"
c0c65428-93e3-4f81-8813-6da94a41203c,"Population Service Zimbabwe-gweru Centre","2283 Mukoba 7, Gweru, Midlands"
563bc5c5-7626-44ed-bb65-9c576ac205cd,"Primemed Pharmacy","Shop 4 Tops Tim Mall, 6th Street, Gweru, Midlands"
3abb08f7-c6dc-4746-b4be-5a792b6cc684,"Prisons-connemara Clinic","Harare Road, Gweru, Midlands"
d4ebae82-2005-4529-b724-9c566556d903,"PSH Gweru New Start Centre","Mtapa Admin Civic Centre, Gweru, Midlands"
a97c0ab4-2009-415b-8b35-12e565c596b0,"Psh- Newstart/centre - Gweru","The Medical Centre Mtapa Administration Civic Centre, Gweru, Midlands"
95af8602-b84e-44b0-a450-503aca275062,"Queen Of Peace Therapy Centre","Number 98 C 10th Street, Gweru, Midlands"
ecdd67ae-dd7e-488c-9060-a23865f8d33a,"Ramson's Clinic","516th Street, Gweru, Midlands"
f415d154-9944-42fd-809f-759c98ae271b,"Sante-med Pharmacy","Shop 2 Number 67 Third Street, Gweru, Midlands"
922350e9-1d64-40ae-bb04-418f53068b9a,"Sante-plus Pharmacy","Stand Number 540, Gweru, Midlands"
807061ef-a4a1-4326-a5c3-4764c02475e9,"Scriptsave Investments T/A Central Pharmacy-gweru","565th Street, Gweru, Midlands"
7a863753-683f-4826-992e-bb22b137b0f6,"Seyani M.b.r Dental Practice","17 Sixth Street, Gweru, Midlands"
32e23b99-4fc3-494c-93d4-b7a3b1cac699,"Shangani Mine Clinic","Shangani Mine Box 3, Gweru, Midlands"
521340a8-3cb3-4829-8888-45efaabd0200,"Siegmed Pharmacy","Shop 12 New Megawatt Complex, Gweru, Midlands"
5496f3c5-b7b6-4400-9c9c-856400a89d24,"Siegmed Pharmacy","Number 35 R.G Mugabe Way, Gweru, Midlands"
4ed8d54c-b502-4c71-98aa-45a46db2b528,"Sino Zimbabwe Cement Company Clinic","P.o. Box 2038 Indiva Siding, Gweru, Midlands"
cd57dc77-f1b1-402a-abb8-7e6afac32667,"Skyway Medical Centre","2293 Amkoba 7, Gweru, Midlands"
43862e2e-6af5-491b-85f1-df4f76c940d4,"Sparkhill Renal Care Unit","Number 4 7th Street, Gweru, Midlands"
22c419c2-3f13-4ee3-a478-7b335cb893b7,"St Patricks Mission Clinic","St Patricks Mission Clinic P.bag 9030, Gweru, Midlands"
dfb297a6-938f-48c5-8bee-86616c92a7cb,"The B . Braun Midlands Dialysis Unit","Stand Number 8766, J. Tongogara Avenue, Gymkhana Grounds, Gweru, Midlands"
6c332ba1-74db-4119-a94c-855fe918ac64,"The Centurion Pharmacy","Shop Number 3, Dathee Building, 7th Street, Gweru, Midlands"
a0d95c89-e0f4-4868-8a51-4fd04e308ae0,"The Eye World Centre","No.336th Street, Gweru, Midlands"
6b8dd837-4b29-48ef-bc2f-089c72be235d,"The Midlands Private Hospital","Stand 8766 Gymkhana Grounds, Josiah Tongogara Road, Gweru, Midlands"
1fbfeaa0-a8a3-4ea8-b8cf-3b28032480bd,"The Radiology Clinic","329 Sixth Street, Gweru, Midlands"
9103d7f2-fff2-45a7-8dc2-75543c3d1dbc,"Thiago Pharmacy","Shop 2 Smart Corner, RG Mugabe, Gweru, Midlands"
5112c8f3-9d0d-463c-adaf-c26f1c2c8ba6,"Third Street Pharmacy","Stand 513rd Street, Gweru, Midlands"
721a51e5-6d0e-4f74-aa96-e5abc32a95ac,"Thornhill Airbase Hospital","Thornhill Airbase, Gweru, Midlands"
396d357b-3d05-4507-841e-6ddd3e428181,"Uromed Health Care","6769 Senga Area 2, Gweru, Midlands"
cc05d479-6d10-41dc-a60e-dda411d03b08,"Womens Health & Pregnancy Surgery","Number 58, 6th Street, Gweru, Midlands"
76b521da-24ca-4976-bbd0-1235be29f1bd,"Woodlands Pharmacy","2935 Woodlands Phase 2, Gweru, Midlands"
c2b085af-c988-448b-997c-fa1b059e5209,"Woodlands Pharmacy","2935 Woodlands Phase 2, Gweru, Midlands"
58bb1944-f938-4032-ae1f-77cd06f7e26e,"Zimbabwe Alloys Chrome Industrial Clinic","1899 Bristol Road, Heavy Industrial Site, Gweru, Midlands"
1bfc5a09-50e2-4904-be14-3c42a0e54585,"Zimbabwe National Family Planning Council-gweru","73-75th -8th Street, Gweru, Midlands"
e99c0d38-099b-4bf9-8e3b-8b68d3335763,"Zrp-gweru Camp Clinic","Gweru Camp, Gweru, Midlands"
20d2832c-a17c-4483-ade8-c6c19a1e4a68,"17 Chiremba Road Medical Centre","17 Chiremba Road Hillside, Harare, Harare"
ecf9d27d-b840-4eb3-b670-d2a559264e17,"24hr Kensington Medical Centre","1 Kenny Road Kensington, Harare, Harare"
de36d84c-aef0-429b-96a6-b0045ff6edba,"360 Care Pharmacy","2 Albany Court 27, Harare, Harare"
77f44d29-96b9-4560-929f-4af8e0a848e8,"4th Street Dental Surgery","102 Nelson Mandela Greyhurst Building Suite 5, Harare, Harare"
338f6aa5-ad1a-48e2-9981-96e73c718038,"911 Direct","Stand 286, Adylinn Bluffhill, Harare, Harare"
7b9327de-c3ef-4a45-855c-afc82012ade2,"Abwa Medical Centre","40 Murara Street Mufakose, Harare, Harare"
c9758ebb-e4d6-4929-b4ad-1765821e0582,"Acacia Pharmacy","Shop 17 46 Robson Manyika Avenue, Harare, Harare"
08d1b23b-905c-4a90-b31d-d5af5708392b,"Accutech Pathology Laboratories","133 Nelson Mandela Avenue/6th Street, Harare, Harare"
0b6acbf4-ea2f-45c5-a9c1-e6664c202f03,"Active Life Physiotherapy","Flat 6 31 Baines Ave, Harare, Harare"
59d3618e-4569-43c1-bb68-508d5c3d398c,"Advanced Care Clinic","369 Stotford Parade Mabelreign, Harare, Harare"
981da461-5846-45bb-9c66-8de3ecf897ef,"Adventist Dental Services","4 Princess Drive Newlands, Harare, Harare"
53d5caca-35aa-427c-ac0e-3ec0b2299c3c,"Adventist Health Clinic","Fountain Court, Corner Kwame Nkrumah Avenue / Park Street, Harare, Harare"
cc8cce79-29ff-4159-b4ee-0d00baccf1cb,"Adventist Health Clinic - Ultrasound Scan","Suite 5 Fountain Court, Corner Park Street/kwame Nkrumah, Harare, Harare"
ac93484f-847d-4ec6-b542-841ea6d8a180,"Afgate Clinic","1st Floor, Afgate House, Cnr George Silundika / S.V Muzenda Street, Harare, Harare"
397ff2ae-3e2d-45e7-9079-5c11fc4c204b,"Africa Diagnostics Bleeding Centre","Shop 5 Southerton Shopping Centre Southern, Harare, Harare"
2b6794bf-2da6-401c-b497-792a3401a07f,"Africa Diagnostics Laboratory","60 Livingstone Avenue Cancer Centre, Harare, Harare"
ebcc6c6e-d541-426e-b994-e4cf7d6cc33c,"Africa Diagnostics T/A St Wilfred's Clinical Laboratory","Plot 2466 Kambuzuma Section 6, Harare, Harare"
9213d62b-917f-46ad-b1ec-7c54449dc64f,"Afropharm Health Pharmacy","Shop 4 Stand 14282 Kuwadzana Extension, Harare, Harare"
41d5b694-826a-452c-8435-ace1552bfa47,"Afropharm Health Pharmacy","Shop 24 Stand 12248 Sifra Complex, Harare, Harare"
6d8531d7-b855-498e-963e-88fe56887ff0,"Afropharm Health Pharmacy-dzivarasekwa","Shop 4 Kembo Shops Dzivarasekwa Extension, Harare, Harare"
4d06629c-8c4f-420c-af48-fb410936cfd4,"Afrow Pharmacy","10217 Western Triangle Highfields, Harare, Harare"
67d2baa2-98fe-4931-b7d2-5eac253fdcb2,"Aids Healthcare Foundation Wellness Centre","Stand Number 10251 Glenview 8, Harare, Harare"
34e2d1e1-c783-47c7-8cfa-5d56400a60c9,"Airport Road Dental Clinic","3 Airport Road Corner Airport & St Patricks, Harare, Harare"
0f198a2a-3b0a-4cf9-833a-67470465df04,"Albert Zinn Medical Centre","31 Rhodesville Avenue Highlands, Harare, Harare"
91a38709-cdbf-479f-8880-e6d3dfb71b7d,"Albert Zinn Medical Centre-highlands","31 Rhodesville Avenue Highlands, Harare, Harare"
376e27b9-e031-4889-a90f-b79fd047ba49,"Albion House Dental Surgery","12660 Albion House, Albion Street, Harare, Harare"
fc212ea1-550c-4af0-b6fc-3966a92f13dd,"Alexandra Park Theatre","11 Dunkirk Drive Alexandra Park, Harare, Harare"
5b15d536-3fc4-4c4b-b665-70cfd8889b06,"Alivio Pharmacy","92 Northfolk Road Mt Pleasant, Harare, Harare"
96a3ddee-6769-46e0-854e-df67073bb4ac,"Alliemed Pharmacy","22296 Kuwadzana 2, Harare, Harare"
82cf0722-292e-4124-a848-4cc24db808b5,"Alowell Pharmacy","Std Number 18010, 30 Chiremba Road Hillside, Harare, Harare"
2b0df8ab-c98b-421a-8c01-049f02d3507b,"Alowell Pharmacy","46 Connet Rise Bond Street Mt Pleasant, Harare, Harare"
4163fcfe-2fdb-48f9-84da-c681f33e45cf,"Alowell Pharmacy","585 Isaac Corner Sam Levy, Harare, Harare"
0d2acd6b-b620-40f8-afbd-4760aab4d745,"Alowell Pharmacy-glenview","Stand No 12279 Makomva Glenview 8, Harare, Harare"
7038ea9a-7a51-44e4-b42c-71c1b87dab05,"Alpha Medical Centre","61232 Gwatidzo Street Mbare, Harare, Harare"
83cf117d-e463-4fd4-8651-3bbb2074fcd1,"Alphamed Pharmacy","Stand 5932 Angelbecks Plot Mbare, Harare, Harare"
d2596d67-89e6-44be-b93e-96bf5e948eb6,"Alro Transport Industrial Clinic","No. 18418/9 Mukuvisi Office Park, Harare, Harare"
f6de3fa6-8799-4eba-9ec9-1d2c613f016f,"Amason Dental- Cleveland Dental Surgery","Cleveland Medical Centre 24 Cleveland Road Milton Park, Harare, Harare"
30ee0975-03d3-4b22-951b-d0de2827c363,"Amason Dental - Hillside Dental Surgery","183 Chiremba Road BJ Southgate Mall Braeside, Harare, Harare"
7a5d81a3-f99f-44d8-a839-9876853e52a3,"Ampath Medical Laboratories","3 A Mupani Rd Old Marimba, Harare, Harare"
5119c9b0-18db-40c2-b39c-93ef75a5000b,"Anchor Distributors","104 Mc Chelry Avenue Eastlea, Harare, Harare"
8647b918-8430-49a7-9086-79827be21865,"Angwa Dental Surgery","No. 6 George Silundika, Angwa House, Harare, Harare"
aa76b01e-c53d-4878-bf00-6047f93e23fc,"Anosimudza Psychological Services","4 Cuba Road, Venus Healthcare Mt Pleasant, Harare, Harare"
9eb6dbc9-48fc-4fb1-a5a7-e6f778bfabc8,"Apex 24 Emergency Rooms","14663 Damafalls Park 1 Ruwa, Harare, Harare"
beeb3cdd-d3e9-47d0-a1ff-7fb7a8b61efe,"Apex 24 Pharmacy","14663 Damafalls, Harare, Harare"
e42d0680-1298-4fd0-b856-c2f96f97b347,"Apex Medical Laboratories","1 Swiss Way, Harare Hospital Grounds, Harare, Harare"
6adbb315-7a91-455e-9453-3203683a975a,"Apoc Medical Clinic","Shop Number 5 Long Chen Plaza, Cnr Samora & Mutley Bend Belvedere, Harare, Harare"
3116620a-eab1-4e9f-bf7a-9d7cd8bd0498,"Apotheca Pharmacy - Willowvale","Bay 3 Mashwede Village Highglen, Stand 11310 Mashwede Mall, Harare, Harare"
b0f914ac-4007-47fa-bd48-9add5d1db8c2,"Aquamed Pharmacy","Shop 5 Kingsmead House 154 Mbuya Nehanda, Harare, Harare"
5c897ac9-b538-46b8-b879-b02eb4c8b14f,"Aravas Pharmaceuticals","4471 Prospect Industrial Area Waterfalls, Harare, Harare"
eefef6d2-211f-4057-b3b7-14737be17efd,"Arcadia Medical Centre","2 A Bardia Road Arcadia, Harare, Harare"
a37507e9-66f1-47ec-86ab-e46b372e5941,"Arcadia Medical Centre Pharmacy","2 Bardia Road Arcadia, Harare, Harare"
792bb141-978e-4553-9c42-7071291ccd86,"Arco-iris Family Clinic","12 Volendam Court, Corner Harare Street & Tongogara, Harare, Harare"
23069000-6fe0-470f-bd24-712475c79b1a,"Arcturus Mine Clinic","P.box 14 Arcturus Greendale, Harare, Harare"
779578f6-fd7a-4034-a9b6-4f4185f0747a,"Ardbennie Dental Surgery","1561 Fairview Road Mbare, Harare, Harare"
9290d7df-7520-4e91-886f-ff0c1d0b6c87,"Ardbennie Medical Centre","1st Floor Karigamudungwe Building 1561 Finnerman Road Ardbennie, Harare, Harare"
0bb9d3f4-51ab-4fbc-8092-8b755cac84d3,"Ardbennie Pharmacy","1 Boshoff Drive Ardbennie, Harare, Harare"
0feeb0e5-56e3-4614-98eb-f74da68f051a,"Arimed Pharmacy","Stand 40381, MCH Fuels Complex, Harare, Harare"
ac3de71d-255d-4ae8-b73e-d475bec9a03c,"Arimed Pharmacy","20 Ndongwe Road, Old Tafara Shops, Harare, Harare"
936f6f67-3461-491e-971a-adb5b70749d7,"ARM Heyes Optometrist (pvt) LTD","No. 2 ZB House First Street Cnr Speke Avenue, Harare, Harare"
3e31ab2a-900c-4f46-a457-13fc9c35fad7,"ARM Heyes Optometrist (pvt) LTD - ZB House","96 Fife Avenue Cnr Sam Nujoma Street, Harare, Harare"
2fc39693-59cf-4e62-b86d-4ad5029a278f,"Arundel Hospital Radiology","92 Northfolk Road, Harare, Harare"
e4b4959a-ec9e-4dfb-bdff-18e9464da33a,"Arundel Village Pharmacy","Shop 13&14 Arundel Shopping Centre Quorn Avenue, Harare, Harare"
6c0e3490-d540-4de5-a323-458b2078322f,"Asamed PVT LTD T/A One Stop Pharmacy","Shop Number 6 Lapf Centre Corner Jason Moyo/chinhoyi Street, Harare, Harare"
a6e9a5a7-992c-4d00-a317-3f8de289676d,"Asca Health Care Pvt Ltd","Unit 1 Finance Hse 60, Harare, Harare"
ac52857e-99ea-4ee8-8a1a-582990f3a640,"Asclepius Pharmacy","212 Willowcreek Goodhope, Harare, Harare"
16fd860b-754f-4c57-b129-5cc4781ae56f,"Asdepius Medical Centre T/A Goodhope 24hr","212 Willowcreek Goodhope, Harare, Harare"
f9955a3a-706a-4c28-b0b4-261738f6691f,"Ashbrittle Pharmacy","44 Golden Stairs, Emerald Hill, Harare, Harare, Harare"
05727094-39da-4130-944c-a07d374ad0e1,"Asher Pharmacy","5551 Budiriro 4 Shops Budiriro, Harare, Harare"
fd62a0a2-9f46-48dd-8797-3e496af175ab,"Aspindale Dental Clinic","3 Amupani Road Old Marimba, Harare, Harare"
13e9aaa7-8e2c-491f-977f-2e572aa1ab91,"Assisthealth Pharmacy","26606 Budiriro 2 Township Shop 4, Harare, Harare"
4d3115ec-082a-413c-9c7a-06e2b8969094,"Astra Industrial Clinic","14 Burnely Road Workington, Harare, Harare"
b1b1a4ec-2629-42e3-8019-b1ed79a4ef80,"Athol Evans Nursing Home","117 Achiremba Road Cranborne, Harare, Harare"
aecdee97-a76e-4b6c-9d79-125cf83bb488,"Athol Evans Nursing Home","P.O Box CR 70 Cranbourne, Harare, Harare"
b090ecd0-bdda-430a-a006-6d8b292e55dc,"Atidacheryl Investments T/A ACI Medical Centre","1009 1st Street Hatcliffe, Harare, Harare"
a7fabaae-07ac-47ff-8706-0cbd324dca14,"Atlaspharm Pharmacy","Number 1, 1st Avenue Mabelreign, Harare, Harare"
1c84dd58-5153-47bc-a70e-0f8cd90fbb96,"Audiomax2010(pvt)ltd","93 Baines Avenue Corner 2nd And Baines Avenue, Harare, Harare"
be6668d9-aacd-494f-bf4b-a00b7b5b1333,"Avenues Clinic Laboratory","139 Josiah Chinamano Avenue And Corner Fifth, Harare, Harare"
949d3c62-609b-488e-a987-66d6f4c34346,"Avenues Clinic Pharmacy-chinamano","Shop 3 Chinamano Corner Cnr 2nd Street & Chinamano Avenue, Harare, Harare"
1beeea51-beb0-4e8a-bcb6-1208a576097c,"Avenues Eye Centre","9 Windermere Lodge Corner Mazowe Street / Fife Avenue, Harare, Harare"
6fcababd-8d2f-492f-9cfc-bcc48b08516b,"Avicenna Physiotherapy Clinic","127 Ruth Taylor Road Gunhill Borrowdale, Harare, Harare"
a9147c4b-11f5-498f-9298-53c6ed463f81,"Avonbio Distributors","4 Dacoute Drive Avonlea, Harare, Harare"
2c64542b-9d48-4d33-8eb8-60e14541c04f,"Avondale Urgent Care Clinic","11 A Linclon Avenue Avondale, Harare, Harare"
c06786bf-a230-4546-9144-0161827bde43,"Avondale Urgent Care - Dental Unit","11 A Lincoln Avenue, Harare, Harare"
1e2b1d56-bf49-48d7-a7f8-3e2390ec2d87,"Avonlea Dental Clinic","Shop 1 Colesbury Parade Avonlea Shops, Harare, Harare"
91a70a95-7301-4c1f-8837-6c110da236db,"Azanza Wellness Centre","32 Josiah Tongogara Street Milton Park, Harare, Harare"
f1171685-66ef-414a-b59a-13ed72304acc,"Baines Avenue Clinic T/A Mazowe Street Paediatric Hospital","Number 11 Mazowe Street, Harare, Harare"
b4a6ce5d-0fb4-4c55-be24-ce59c054e456,"Baines Dental Clinic","19 Baines Avenue Corner Blakiston, Harare, Harare"
416f7956-531e-43a7-9067-3f18583f61fe,"Baines Imaging Group - JV Avenues Clinic","Cnr Mazowe Street / Baines Avenue, Harare, Harare"
57739d0c-f526-4036-a540-904abbf1b73e,"Baines Imaging Group Medical Centre","52 Baines Avenue Cnr Baines / Leopold Takawira, Harare, Harare"
00fedd78-bd82-4673-816f-df62dc352087,"Baines Intercare Medical Centre","15 Baines Avenues, Harare, Harare"
7cbec836-453f-46ab-a6af-113199f6ca78,"Baines Occupational Health Services","27 Baines Avenue, Suite 2 Dutton Court, Harare, Harare"
cec62943-34f1-42f7-ba10-429e684c8f68,"Baines Pathology","52 Josiah Chinamano Avenues, Harare, Harare"
6cfbed79-c0c2-4938-878f-ddc0d4933298,"Baines Pharmacy","20 Mimosa Flats, 19 Baines Avenue, Harare, Harare"
37fde0d1-dc9e-453e-8714-7f9b12713e1f,"Ballantyne Park Pharmacy","Shop 11, Ballantyne Park Square Wellburn Drive Borrowdale, Harare, Harare"
e294f782-6a5a-4ec1-a301-5d22a35afbf1,"Balm Pharmacy","Number 3631 Masotsha Ndhlovu Way, Prospect, Harare, Harare"
43c5cb47-36ae-484b-94f9-a87419fc3d38,"Balm Surgery","Stand Number 5144, Warren Park D Shops, Harare, Harare"
f91c2084-7712-4d94-892c-b1cb6ba066e3,"B.braun Zimbabwe (pvt)ltd","32 M&nbluffhill Industrial Park, Harare, Harare"
8ee80e1b-032b-4dfa-80db-522ae0a9dfc0,"Beacon Pharmacy","845 Mubairo Road, Harare, Harare"
f027b9ce-81c3-4a6a-8278-833fe5310699,"Beautalin Health Dental Clinic","95 Marwede Road Glaudina, Harare, Harare"
1ffee924-b579-439e-ad4c-e733cbd7e803,"Beautalin Radiology","95 Marwede Road Glaudina, Harare, Harare"
72261ee2-f391-4958-9e95-780cf77ef6dd,"Belvedere Maternity Home","17 Princess Road Belvedere, Harare, Harare"
ec3697e7-a12c-4d9f-b152-da9267ab1d66,"Belvedere Medical Centre Ambulance","2 Dendy Young Drive Belvedere, Harare, Harare"
365e811f-4032-4db4-a037-99f7b619c927,"Belvedere Medical Centre Dental","2 Dendy Young Drive Avenue Belvedere, Harare, Harare"
d4f583c1-3304-4e77-ab1a-7e5d0c39d524,"Belvedere Pharmacy - Long Chen Plaza","Shops 6-7 Longcheng Plaza Belvedere, Harare, Harare"
c4d7a0b0-9132-477b-9a16-bc05dfa23ed2,"Belvedere Technical Teacher's College Clinic","1 Harvard Road Belvedere, Harare, Harare"
edc10155-fae3-4828-8189-486d563b2118,"Bestzone Pharmacy - Angwa","70 Robert Mugabe Rd Cnr Angwa Street, Harare, Harare"
6ebedecd-47c6-4a0e-aed4-fbe0f2fa8359,"Beta Eyes","Westend Clinic Suite 11, Harare, Harare"
ed03f3a1-9ed0-4fd4-af2b-bbf248c8dd43,"Beta Eyes Surgery","1074 Masotcha Ndlovu Way/6th Avenue Waterfalls, Harare, Harare"
001577cd-10cd-4225-ad83-7d8917558193,"Beyuo's Dental Surgery","Suite 2 37 Baines Medical Centre, Harare, Harare"
c2b6c233-5b23-4da5-a665-7efa03dfbd18,"Bio Analytical Laboratory","1074 Corner Masotsha And Sixth Parktown, Harare, Harare"
d209c93e-0555-40da-8096-51367046c7c8,"Biogene Laboratories","155 Kwame Nkurumah Cnr 7th Street, Harare, Harare"
51aaf214-4a11-4bc8-be10-b7c412cdf750,"Biopharm(pvt)ltd","Unit 1 Montagu Investments 43 Highfield Road, Harare, Harare"
083c384b-29a0-4cf3-83c4-a4fae9385b8c,"Blessed Restoration Dental Clinic","Stand Number 8673, Spaceman Shopping Centre Glen Norah A, Harare, Harare"
3599081e-18d3-443f-a6af-cfdac826f771,"Blue Ocean Pharmacy","50 Angwa Street Angwa City Shop G 2, Harare, Harare"
2750a91a-77df-43cb-9aaf-472673de9e16,"Blue Ocean Surgery","Flat 1 Hamptom Court, 34 Baines Avenue, Harare, Harare"
f12f6cd1-493b-4a3e-8248-a8aee84fddb7,"Bluetick Medical Centre","12447 Dzivarasekwa Extention Dzivarasekwa, Harare, Harare"
473d05c0-bdd5-4389-ae48-cbabd6acf96e,"Bluetick Pharmacy","1247 Dzivarasekwa Extension, Harare, Harare"
6ebb78b0-8233-49c6-8cff-2f3a33bd06fa,"Bluffhill Maternity Centre","4031 Bluffhill Shopping Centre Gilchrist Road, Harare, Harare"
c170c49b-62c4-414e-b88c-60aace43df3a,"Bluffhill Medical Centre","45 Gilchrist Avonlea, Harare, Harare"
ddbaa4eb-fbdc-4fc8-b8b0-5770c1ee8d3f,"Boc Occupational Health Centre","Boc House 6 Hull Road Southerton, Harare, Harare"
6840ff8c-639c-4fbb-96ed-f6e607d46429,"Bones & Joints Clinic","Number 13 Fife Avenue, Corner Harare Street, Harare, Harare"
c12bb8eb-be65-4243-8db3-51e11fad18a3,"Booties Pharmacy Eastgate","Shop 26, Eastgate Market, Harare, Harare"
29c2b9c1-f18b-4874-b715-39c466f4e879,"Booties Pharmacy - Highlands","Shop 45 Highlands Shopping Centre, Harare, Harare"
fe728527-3faa-4e88-96d0-c47de174884f,"Booties Pharmacy - Mbuya Nehanda","Shop 01 Gowero House 148 Mbuya Nehanda Avenue, Harare, Harare"
1345339e-ddb4-4bd9-bf8a-92b47f9b5847,"Booties Pharmacy - Montagu","Shop 7, Montagu Shopping Centre, Harare, Harare"
a972e917-5014-4586-b78b-15c37cc94b81,"Booties Pharmacy - Westgate","Shop MP 013 Ground Floor Westgate Shopping Centre Westgate, Harare, Harare"
07a7fe26-bc3a-4705-9937-6bcef648b146,"Borrowdale Dental Surgery","3 Dungavern Road Borrowdale, Harare, Harare"
6a710db3-bd93-4792-aaca-d0c0dc40f294,"Borrowdale Dental Surgery","Block 3, Sam Levy's Village, Harare, Harare"
6f39c7e4-c450-4722-ad76-73497b6be2b1,"Borrowdale Medical Centre - DR Chidziviva","3 Dungarvon Road Borrowdale, Harare, Harare"
af0523c2-07e4-4aec-b0a3-0d3dc0419061,"Borrowdale Metro Pharmacy","3 Dungarvon Road West Borrowdale, Harare, Harare"
5ced4c27-40c3-4fd5-a50f-8d4a23744df9,"Borrowdale Pvt Hsp-criticare Radiology Unit","1 Wenham Close Borrowdale, Harare, Harare"
